filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
zymo_test_6000.fast5	0029e119-bab3-4c00-8835-2deaaef3266d	af307028575a34db3268b4df36412691cb25b558	0	262	1	144.562000	0.942250	753	TRUE	144.613250	712	0.891000	362	10.365091	3.020223	74.842491	9.442744	74.842491	9.442744
zymo_test_6000.fast5	018efb72-ea5c-4925-b695-76bdda4ee98f	af307028575a34db3268b4df36412691cb25b558	0	313	2	385.394000	0.774250	619	TRUE	385.520250	518	0.648000	220	10.967614	2.753037	68.722191	9.617610	68.722191	9.617610
zymo_test_6000.fast5	01badd25-5d92-4438-b6db-38d617b3b73a	af307028575a34db3268b4df36412691cb25b558	0	425	1	266.341250	1.500000	1200	TRUE	266.503750	1070	1.337500	461	12.441913	2.842242	66.973541	8.393551	66.973541	8.393551
zymo_test_6000.fast5	00ab9278-4dcc-4386-8cd8-4a611ee2ba45	af307028575a34db3268b4df36412691cb25b558	0	276	4	404.011500	1.500000	1200	TRUE	404.100250	1129	1.411250	508	10.112021	2.898833	73.093834	8.743281	73.093834	8.743281
zymo_test_6000.fast5	013cf568-de45-4d9f-9ee9-65081db133cd	af307028575a34db3268b4df36412691cb25b558	0	501	4	81.792000	1.500000	1200	FALSE	81.858250	1147	1.433750	684	7.143838	2.953487	71.345177	8.218685	71.345177	8.218685
zymo_test_6000.fast5	0166bc59-0073-4173-b070-abe45659774d	af307028575a34db3268b4df36412691cb25b558	0	333	2	440.102000	1.030250	824	TRUE	440.182000	760	0.950250	329	13.375559	2.858799	65.924347	9.617610	65.924347	9.617610
zymo_test_6000.fast5	02697d6a-5810-4faa-a60c-8f98fce2fcfd	af307028575a34db3268b4df36412691cb25b558	0	408	1	147.280250	1.500000	1200	TRUE	147.662750	894	1.117500	523	11.559975	3.162783	69.946251	9.093013	69.946251	9.093013
zymo_test_6000.fast5	0293f60d-2203-413a-93cd-213ae2c61847	af307028575a34db3268b4df36412691cb25b558	0	165	1	361.564000	1.500000	1200	TRUE	361.670250	1115	1.393750	503	12.893093	2.879811	69.071922	7.868954	69.071922	7.868954
zymo_test_6000.fast5	023e4674-be00-480a-87f0-fc5ff6d480e3	af307028575a34db3268b4df36412691cb25b558	0	82	2	34.693250	1.500000	1200	TRUE	35.018250	940	1.175000	478	8.316311	2.900292	61.727570	7.868954	61.727570	7.868954
zymo_test_6000.fast5	0252b790-c63e-4a07-8d0b-a0c9352d521a	af307028575a34db3268b4df36412691cb25b558	0	69	1	7.665500	1.500000	1200	TRUE	7.900500	1012	1.265000	362	11.282687	2.689814	71.345177	7.868954	71.345177	7.868954
zymo_test_6000.fast5	005fd3a4-97f0-4976-8bc9-c8fd31e7bb50	af307028575a34db3268b4df36412691cb25b558	0	430	4	318.230750	1.500000	1200	TRUE	318.333250	1118	1.397500	263	8.303182	2.364755	82.011986	8.568416	82.011986	8.568416
zymo_test_6000.fast5	00797c45-13aa-4af2-b7cf-3bd3f3c85b5e	af307028575a34db3268b4df36412691cb25b558	0	25	1	330.982250	1.500000	1200	TRUE	331.073500	1127	1.408750	539	11.188993	2.958930	74.492760	8.568416	74.492760	8.568416
zymo_test_6000.fast5	01096375-b43f-4c2f-8082-44561de923d9	af307028575a34db3268b4df36412691cb25b558	0	180	1	253.929250	1.205250	964	TRUE	254.065500	855	1.069000	398	10.972309	2.897209	61.552704	8.393551	61.552704	8.393551
zymo_test_6000.fast5	010be0a2-36ab-4a6d-ac13-6164421bc133	af307028575a34db3268b4df36412691cb25b558	0	60	2	267.323500	1.500000	1200	TRUE	267.449750	1099	1.373750	493	11.561006	2.914718	64.875153	9.093013	64.875153	9.093013
zymo_test_6000.fast5	01752b61-815c-4571-a333-d157158ca3e8	af307028575a34db3268b4df36412691cb25b558	0	456	3	420.019750	1.500000	1200	TRUE	420.174750	1076	1.345000	484	10.030039	2.875581	82.186844	9.267879	82.186844	9.267879
zymo_test_6000.fast5	01896880-1bfd-4da1-8d40-3bae8e8a4465	af307028575a34db3268b4df36412691cb25b558	0	98	4	412.783000	1.500000	1200	TRUE	412.814250	1175	1.468750	493	12.149500	2.892545	74.143028	8.393551	74.143028	8.393551
zymo_test_6000.fast5	01fad03a-c4f9-4699-8966-9adf8f840c6b	af307028575a34db3268b4df36412691cb25b558	0	247	3	106.648250	1.500000	1200	TRUE	106.760750	1110	1.387500	320	12.153376	2.572069	68.722191	9.442744	68.722191	9.442744
zymo_test_6000.fast5	01fb3e7c-a541-49db-91e6-e4f62573aeb3	af307028575a34db3268b4df36412691cb25b558	0	125	1	249.257750	1.500000	1200	TRUE	249.477750	1024	1.280000	462	11.570077	2.915043	73.268700	9.267879	73.268700	9.267879
zymo_test_6000.fast5	06553748-c31b-42a8-8e9a-0eeca82e6b61	af307028575a34db3268b4df36412691cb25b558	0	56	3	331.814000	1.500000	1200	TRUE	331.919000	1116	1.395000	566	11.788979	3.014946	70.995445	8.218685	70.995445	8.218685
zymo_test_6000.fast5	07cf7e3f-815a-4519-977c-c16d2f94095e	af307028575a34db3268b4df36412691cb25b558	0	77	1	192.630500	1.500000	1200	TRUE	192.776750	1083	1.353750	456	9.692835	2.757816	79.214134	9.617610	79.214134	9.617610
zymo_test_6000.fast5	093c5e4e-d8e9-4bc5-89a1-4b478879f8de	af307028575a34db3268b4df36412691cb25b558	0	423	1	15.684250	1.500000	1200	TRUE	16.065500	895	1.118750	379	10.335234	2.820623	64.000824	6.994625	64.000824	6.994625
zymo_test_6000.fast5	095a4bf6-f773-4d33-b5f3-c9b2022cc817	af307028575a34db3268b4df36412691cb25b558	0	19	3	114.727500	1.500000	1200	TRUE	114.887500	1072	1.340000	492	11.726366	2.911267	65.224884	8.393551	65.224884	8.393551
zymo_test_6000.fast5	06455793-c060-43df-a2cf-f22a85f290d1	af307028575a34db3268b4df36412691cb25b558	0	207	4	215.559500	1.500000	1200	TRUE	215.650750	1127	1.408750	519	13.378559	2.977327	73.443565	8.393551	73.443565	8.393551
zymo_test_6000.fast5	0649354e-c566-483d-bf9d-bab38b910f17	af307028575a34db3268b4df36412691cb25b558	0	109	3	208.721000	1.500000	1200	TRUE	208.792250	1143	1.428750	276	12.208319	2.476328	70.645714	9.792476	70.645714	9.792476
zymo_test_6000.fast5	07d85072-3e66-4465-b80d-6834f80a8064	af307028575a34db3268b4df36412691cb25b558	0	330	2	171.457000	1.500000	1200	TRUE	171.698250	1007	1.258750	451	10.975010	2.882304	69.246788	10.142207	69.246788	10.142207
zymo_test_6000.fast5	07e1131a-132f-474b-a3a4-f22393a85857	af307028575a34db3268b4df36412691cb25b558	0	212	3	280.651750	1.500000	1200	TRUE	280.809250	1074	1.342500	494	13.452016	2.978953	77.290611	7.868954	77.290611	7.868954
zymo_test_6000.fast5	0834571d-3bfa-43c0-b0a4-f6291501d8c6	af307028575a34db3268b4df36412691cb25b558	0	95	3	63.414500	1.500000	1200	TRUE	63.498250	1133	1.416250	293	9.778405	2.503065	73.793297	10.491938	73.793297	10.491938
zymo_test_6000.fast5	0339e927-00c0-4e6e-a4cb-9bd60c8eacb7	af307028575a34db3268b4df36412691cb25b558	0	86	2	129.477750	1.500000	1200	TRUE	129.517750	1168	1.460000	546	13.262865	2.952723	74.492760	9.617610	74.492760	9.617610
zymo_test_6000.fast5	034b4405-b067-4ce8-8e4a-3fd01421782f	af307028575a34db3268b4df36412691cb25b558	0	59	2	35.580000	1.500000	1200	TRUE	35.606250	1179	1.473750	426	10.240122	2.697406	73.093834	8.393551	73.093834	8.393551
zymo_test_6000.fast5	04751c11-f791-40aa-bcf3-0fdd5c400476	af307028575a34db3268b4df36412691cb25b558	0	144	2	112.023250	1.500000	1200	TRUE	112.687000	669	0.836250	368	10.278185	3.029362	67.148407	7.868954	67.148407	7.868954
zymo_test_6000.fast5	0487aa41-d32f-46c8-abbc-a55762176ab0	af307028575a34db3268b4df36412691cb25b558	0	424	1	109.602000	1.500000	1200	TRUE	109.917000	948	1.185000	448	13.088017	2.983454	65.399750	7.868954	65.399750	7.868954
zymo_test_6000.fast5	04cf7bdc-dfe5-4e06-9066-89af630a9fe3	af307028575a34db3268b4df36412691cb25b558	0	248	2	320.104500	1.500000	1200	TRUE	320.348250	1005	1.256250	549	12.058764	3.080095	74.143028	9.267879	74.143028	9.267879
zymo_test_6000.fast5	04ff7496-fdf2-48cb-93d5-e01f5f52a103	af307028575a34db3268b4df36412691cb25b558	0	463	4	242.999000	1.500000	1200	FALSE	243.011500	1190	1.487500	640	6.806412	2.856244	73.618431	7.519222	73.618431	7.519222
zymo_test_6000.fast5	096f1f7f-fba8-4d7f-9d52-a63819ba4fb7	af307028575a34db3268b4df36412691cb25b558	0	248	2	336.473500	1.500000	1200	TRUE	336.626000	1078	1.347500	507	10.970323	2.901377	76.591148	9.267879	76.591148	9.267879
zymo_test_6000.fast5	0c87234f-cc79-40de-890b-af0776d95837	af307028575a34db3268b4df36412691cb25b558	0	472	4	224.714750	1.500000	1200	TRUE	224.851000	1091	1.363750	546	14.142325	3.049868	74.492760	10.142207	74.492760	10.142207
zymo_test_6000.fast5	0cbeab7b-1359-4e6c-a41a-25038413f31a	af307028575a34db3268b4df36412691cb25b558	0	205	4	82.184000	1.500000	1200	TRUE	82.266500	1134	1.417500	528	12.991352	2.948506	70.645714	8.568416	70.645714	8.568416
zymo_test_6000.fast5	0d2a3f70-291c-4c48-b369-7ddcb6480e32	af307028575a34db3268b4df36412691cb25b558	0	323	2	42.652000	1.500000	1200	TRUE	42.730750	1137	1.421250	436	12.441547	2.788562	78.339806	10.841669	78.339806	10.841669
zymo_test_6000.fast5	038101db-c8a0-40e5-a38b-3e9eb2a3e94d	af307028575a34db3268b4df36412691cb25b558	0	375	2	32.972250	1.500000	1200	TRUE	33.097250	1100	1.375000	500	12.746663	2.926957	62.252167	8.743281	62.252167	8.743281
